"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.137.210","EUR","FILE","1","3113","105","110","6","1686484111103"
"192.168.137.190","USA","index.html","2","3221","110","44","3","1686484111109"
"192.168.137.202","ASI","index.html","1","2507","84","104","3","1686484110616"
"192.168.137.240","EUR","FILE","0","2434","83","117","6","1686484110615"
"192.168.137.180","USA","FILE","0","2613","88","155","4","1686484110730"
"192.168.137.210","USA","FILE","0","2737","93","181","3","1686484110749"
"192.168.137.230","ASI","APP","2","2899","97","70","2","1686484110747"
"192.168.137.202","USA","FILE","2","2689","89","46","4","1686484110746"
"192.168.137.240","EUR","index.html","0","3034","103","106","7","1686484111252"
"192.168.137.200","ASI","index.html","1","2882","89","101","1","1686484110734"
"192.168.137.242","ASI","APP","2","2389","80","51","2","1686484110756"
"192.168.137.218","USA","APP","0","2810","93","186","3","1686484110751"
"192.168.137.190","EUR","FILE","0","3544","121","190","5","1686484111254"
"192.168.137.190","ASI","FILE","1","3632","123","104","2","1686484111271"
"192.168.137.190","USA","FILE","2","3585","122","65","3","1686484111263"
"192.168.137.226","EUR","APP","2","2450","82","71","6","1686484110758"
"192.168.137.180","USA","FILE","1","2816","94","80","3","1686484111268"
"192.168.137.193","USA","APP","2","2516","84","57","3","1686484110766"
"192.168.137.236","USA","APP","1","2724","93","78","3","1686484110758"
"192.168.137.201","ASI","APP","1","2537","86","81","1","1686484110754"
"192.168.137.190","EUR","index.html","0","2833","97","181","6","1686484110759"
"192.168.137.236","ASI","FILE","1","2985","101","81","1","1686484111261"
"192.168.137.182","EUR","index.html","1","3017","97","89","6","1686484110744"
"192.168.137.240","USA","APP","1","2571","88","92","4","1686484110746"
"192.168.137.241","USA","FILE","0","2605","92","145","3","1686484110754"
"192.168.137.220","EUR","index.html","0","2761","94","112","7","1686484110758"
"192.168.137.201","ASI","APP","0","2568","87","146","1","1686484110785"
"192.168.137.241","ASI","index.html","2","2630","93","53","1","1686484110785"
"192.168.137.196","EUR","APP","0","2639","90","196","5","1686484110756"
"192.168.137.202","EUR","APP","2","2954","99","63","5","1686484111281"
"192.168.137.200","ASI","FILE","0","2925","90","199","3","1686484110767"
"192.168.137.190","EUR","APP","2","3665","124","48","5","1686484111278"
"192.168.137.210","EUR","index.html","1","2757","94","89","5","1686484110767"
"192.168.137.180","USA","index.html","1","2634","89","83","4","1686484110778"
"192.168.137.241","EUR","index.html","2","2873","103","63","6","1686484111280"
"192.168.137.202","EUR","FILE","2","2731","90","42","7","1686484110765"
"192.168.137.218","EUR","index.html","0","2826","94","180","4","1686484110784"
"192.168.137.230","ASI","index.html","0","2918","98","110","3","1686484110766"
"192.168.137.196","USA","index.html","1","3136","109","81","3","1686484111283"
"192.168.137.180","EUR","FILE","0","2846","95","127","6","1686484111293"
"192.168.137.241","USA","APP","1","2665","94","76","3","1686484110800"
"192.168.137.240","EUR","FILE","2","2609","89","67","6","1686484110793"
"192.168.137.201","ASI","FILE","2","2614","88","49","2","1686484110799"
"192.168.137.236","EUR","APP","0","2754","94","152","5","1686484110788"
"192.168.137.193","USA","index.html","1","2534","85","108","3","1686484110796"
"192.168.137.202","ASI","index.html","1","2972","100","114","2","1686484111297"
"192.168.137.182","EUR","FILE","1","3060","98","111","7","1686484110776"
"192.168.137.180","USA","FILE","0","2679","90","118","4","1686484110794"
"192.168.137.226","USA","FILE","0","2485","83","171","3","1686484110789"
"192.168.137.210","ASI","APP","0","3172","107","120","2","1686484111316"
"192.168.137.190","ASI","FILE","1","3716","126","105","3","1686484111317"
"192.168.137.190","ASI","index.html","1","3683","125","119","3","1686484111306"
"192.168.137.220","ASI","FILE","0","2808","95","130","1","1686484110789"
"192.168.137.242","ASI","index.html","2","2413","81","58","1","1686484110789"
"192.168.137.230","EUR","index.html","0","2935","99","149","4","1686484110795"
"192.168.137.190","USA","APP","1","2865","98","85","4","1686484110790"
"192.168.137.218","EUR","APP","0","2850","95","190","4","1686484110800"
"192.168.137.202","ASI","APP","1","2759","91","103","1","1686484110795"
"192.168.137.180","ASI","index.html","0","2863","96","135","3","1686484111341"
"192.168.137.182","EUR","index.html","0","3375","111","178","7","1686484111345"
"192.168.137.201","EUR","APP","0","3120","106","164","5","1686484111343"
"192.168.137.240","EUR","APP","0","3058","104","123","5","1686484111345"
"192.168.137.193","ASI","index.html","2","2647","89","47","2","1686484111345"
"192.168.137.193","ASI","index.html","1","2668","90","79","1","1686484111349"
"192.168.137.182","USA","APP","0","3405","112","151","4","1686484111943"
"192.168.137.220","EUR","FILE","0","3198","107","179","4","1686484111942"
"192.168.137.190","ASI","index.html","0","3731","127","193","2","1686484111943"
"192.168.137.201","ASI","FILE","1","3160","107","79","1","1686484111938"
"192.168.137.236","EUR","FILE","2","3024","102","68","7","1686484111938"
"192.168.137.200","USA","index.html","0","3158","98","114","4","1686484111939"
"192.168.137.240","EUR","index.html","1","3079","105","81","6","1686484111938"
"192.168.137.202","EUR","APP","2","3006","101","51","6","1686484111945"
"192.168.137.242","EUR","FILE","2","2716","90","57","6","1686484111945"
"192.168.137.180","USA","APP","0","2886","97","177","4","1686484111946"
"192.168.137.220","EUR","index.html","2","3223","108","53","5","1686484111949"
"192.168.137.201","EUR","FILE","0","3205","108","160","4","1686484111957"
"192.168.137.236","EUR","FILE","1","3058","103","88","6","1686484111957"
"192.168.137.200","EUR","index.html","1","3176","99","106","5","1686484111957"
"192.168.137.202","EUR","FILE","0","3033","102","149","7","1686484111962"
"192.168.137.240","USA","index.html","1","3097","106","117","4","1686484111958"
"192.168.137.242","EUR","FILE","0","2745","91","108","6","1686484111961"
"192.168.137.180","ASI","FILE","0","2912","98","170","1","1686484111964"
"192.168.137.200","ASI","APP","2","3216","100","46","3","1686484111969"
"192.168.137.220","EUR","APP","1","3252","109","82","5","1686484111966"
"192.168.137.242","EUR","FILE","0","2789","92","149","7","1686484111976"
"192.168.137.240","USA","index.html","0","3113","107","162","3","1686484111979"
"192.168.137.241","USA","APP","1","2901","104","106","4","1686484111980"
"192.168.137.182","ASI","FILE","2","3449","113","52","3","1686484111980"
"192.168.137.236","ASI","APP","1","3086","104","104","3","1686484111987"
"192.168.137.200","EUR","FILE","2","3263","101","77","5","1686484111981"
"192.168.137.218","EUR","FILE","2","3235","108","48","6","1686484111982"
"192.168.137.190","USA","FILE","1","3767","128","89","3","1686484111982"
"192.168.137.196","USA","FILE","1","3175","110","99","4","1686484111984"
"192.168.137.220","EUR","FILE","0","3290","110","117","7","1686484111990"
"192.168.137.193","EUR","FILE","0","2703","91","196","4","1686484111984"
"192.168.137.190","USA","index.html","1","3788","129","81","3","1686484111997"
"192.168.137.201","ASI","index.html","0","3221","109","174","3","1686484112064"
"192.168.137.218","ASI","index.html","1","3256","109","83","2","1686484112064"
"192.168.137.196","ASI","index.html","2","3198","111","63","2","1686484112064"
"192.168.137.193","ASI","index.html","0","2722","92","117","1","1686484112064"
"192.168.137.200","USA","APP","1","3292","102","95","3","1686484112074"
"192.168.137.182","EUR","APP","1","3475","114","89","5","1686484112064"
"192.168.137.242","USA","index.html","2","2817","93","44","4","1686484112074"
"192.168.137.210","ASI","index.html","0","3189","108","138","2","1686484112074"
"192.168.137.220","ASI","FILE","2","3338","111","56","1","1686484112079"
"192.168.137.241","EUR","FILE","0","2932","105","116","4","1686484112076"
"192.168.137.240","EUR","index.html","2","3133","108","78","7","1686484112077"
"192.168.137.230","ASI","APP","2","3119","105","43","1","1686484112077"
"192.168.137.202","EUR","APP","2","3059","103","72","6","1686484112077"
"192.168.137.193","USA","index.html","2","2744","93","69","3","1686484112082"
"192.168.137.226","EUR","APP","1","2914","96","97","4","1686484112085"
"192.168.137.220","EUR","index.html","1","3357","112","105","5","1686484112090"
"192.168.137.230","USA","index.html","1","3138","106","102","3","1686484112099"
"192.168.137.241","ASI","APP","0","2963","106","135","2","1686484112096"
"192.168.137.200","EUR","APP","2","3328","103","49","6","1686484112096"
"192.168.137.226","USA","index.html","2","2935","97","71","4","1686484112104"
"192.168.137.202","EUR","FILE","0","3092","104","133","7","1686484112105"
"192.168.137.241","EUR","index.html","1","2982","107","102","5","1686484112110"
"192.168.137.190","EUR","APP","1","3253","111","101","6","1686484111126"
"192.168.137.220","ASI","APP","1","3159","106","90","3","1686484111117"
"192.168.137.196","ASI","APP","1","2992","103","102","2","1686484111124"
"192.168.137.201","USA","index.html","1","3013","102","106","4","1686484111122"
"192.168.137.218","ASI","FILE","1","2671","89","118","2","1686484110622"
"192.168.137.240","ASI","FILE","2","2958","100","43","1","1686484111126"
"192.168.137.201","EUR","index.html","0","2404","81","132","4","1686484110609"
"192.168.137.226","EUR","APP","0","2323","77","124","7","1686484110612"
"192.168.137.180","USA","index.html","1","2455","84","87","4","1686484110614"
"192.168.137.202","USA","index.html","2","2536","85","43","3","1686484110633"
"192.168.137.182","USA","index.html","1","2884","93","115","3","1686484110613"
"192.168.137.240","EUR","FILE","1","2464","84","101","4","1686484110631"
"192.168.137.190","USA","APP","2","2714","92","49","3","1686484110612"
"192.168.137.202","ASI","index.html","0","3108","105","162","3","1686484112148"
"192.168.137.236","EUR","APP","0","3110","105","150","4","1686484112148"
"192.168.137.210","EUR","APP","1","2620","89","98","4","1686484110623"
"192.168.137.196","ASI","FILE","1","2481","85","95","3","1686484110628"
"192.168.137.220","ASI","FILE","1","2660","90","115","3","1686484110643"
"192.168.137.241","EUR","index.html","2","2487","88","63","7","1686484110624"
"192.168.137.242","ASI","FILE","0","2235","75","186","2","1686484110628"
"192.168.137.202","EUR","APP","2","2570","86","52","5","1686484110649"
"192.168.137.190","USA","FILE","0","3281","112","124","4","1686484111144"
"192.168.137.201","USA","APP","0","2428","82","189","4","1686484110641"
"192.168.137.193","ASI","APP","2","2421","80","50","1","1686484110623"
"192.168.137.236","USA","APP","1","2585","89","83","4","1686484110627"
"192.168.137.210","EUR","APP","2","3221","109","53","4","1686484112158"
"192.168.137.190","USA","APP","2","3818","130","56","4","1686484112159"
"192.168.137.236","USA","FILE","2","3162","106","41","3","1686484112159"
"192.168.137.202","ASI","index.html","2","3129","106","71","3","1686484112158"
"192.168.137.200","EUR","index.html","2","3358","104","40","6","1686484112159"
"192.168.137.180","EUR","FILE","1","2945","99","112","6","1686484112159"
"192.168.137.190","USA","index.html","2","3842","131","59","3","1686484112165"
"192.168.137.202","ASI","APP","0","3151","107","166","2","1686484112170"
"192.168.137.180","ASI","FILE","2","2502","85","51","2","1686484110647"
"192.168.137.218","ASI","FILE","2","2717","90","61","1","1686484110656"
"192.168.137.190","ASI","FILE","2","3324","113","50","1","1686484111161"
"192.168.137.226","USA","APP","1","2351","78","84","4","1686484110644"
"192.168.137.201","EUR","index.html","0","3030","103","153","7","1686484111148"
"192.168.137.200","USA","APP","2","2791","86","74","3","1686484110637"
"192.168.137.196","EUR","APP","2","3026","104","50","7","1686484111149"
"192.168.137.182","EUR","FILE","2","2942","94","42","5","1686484110645"
"192.168.137.190","ASI","FILE","2","2757","93","73","3","1686484110643"
"192.168.137.230","EUR","APP","2","2816","94","73","5","1686484110636"
"192.168.137.240","ASI","index.html","1","2482","85","116","3","1686484110648"
"192.168.137.201","USA","FILE","0","3058","104","164","3","1686484111170"
"192.168.137.210","USA","index.html","0","2637","90","144","3","1686484110657"
"192.168.137.196","EUR","APP","1","3053","105","105","5","1686484111165"
"192.168.137.196","ASI","APP","2","2511","86","62","1","1686484110677"
"192.168.137.242","USA","APP","2","2269","76","58","4","1686484110677"
"192.168.137.236","USA","FILE","2","2629","90","66","3","1686484110661"
"192.168.137.193","ASI","index.html","1","2441","81","92","3","1686484110658"
"192.168.137.190","ASI","APP","1","3356","114","89","3","1686484111173"
"192.168.137.190","USA","APP","1","2785","94","81","4","1686484110678"
"192.168.137.241","USA","index.html","1","2506","89","100","4","1686484110658"
"192.168.137.220","USA","index.html","2","2683","91","64","4","1686484110662"
"192.168.137.201","ASI","index.html","0","2446","83","119","2","1686484110659"
"192.168.137.241","USA","index.html","2","3006","108","56","3","1686484112218"
"192.168.137.182","EUR","FILE","1","3515","115","93","4","1686484112219"
"192.168.137.218","EUR","index.html","0","3274","110","128","6","1686484112218"
"192.168.137.193","USA","FILE","2","2788","94","62","3","1686484112216"
"192.168.137.226","EUR","FILE","1","2967","98","111","4","1686484112219"
"192.168.137.236","EUR","index.html","1","3184","107","77","6","1686484112219"
"192.168.137.200","EUR","APP","1","3387","105","114","7","1686484112218"
"192.168.137.180","EUR","index.html","1","2966","100","81","7","1686484112233"
"192.168.137.210","EUR","FILE","2","3270","110","67","6","1686484112232"
"192.168.137.230","EUR","index.html","1","3158","107","91","4","1686484112226"
"192.168.137.240","EUR","FILE","1","3162","109","103","6","1686484112227"
"192.168.137.196","ASI","FILE","2","3246","112","77","1","1686484112226"
"192.168.137.193","ASI","index.html","1","2807","95","95","2","1686484112228"
"192.168.137.226","EUR","FILE","0","3015","99","112","4","1686484112233"
"192.168.137.202","EUR","index.html","0","3168","108","139","5","1686484112233"
"192.168.137.218","USA","APP","1","3299","111","92","3","1686484112234"
"192.168.137.201","ASI","FILE","2","3275","110","44","3","1686484112235"
"192.168.137.220","USA","FILE","2","3412","113","44","4","1686484112235"
"192.168.137.190","USA","APP","1","3868","132","82","4","1686484112236"
"192.168.137.210","ASI","FILE","2","3320","111","41","3","1686484112242"
"192.168.137.200","ASI","APP","1","3420","106","76","1","1686484112245"
"192.168.137.201","USA","APP","0","3304","111","184","4","1686484112254"
"192.168.137.241","EUR","APP","1","3036","109","77","5","1686484112245"
"192.168.137.196","USA","APP","0","3272","113","123","4","1686484112246"
"192.168.137.226","EUR","index.html","1","3034","100","95","7","1686484112262"
"192.168.137.202","ASI","FILE","2","3216","109","72","2","1686484112262"
"192.168.137.190","ASI","index.html","1","3886","133","118","3","1686484112258"
"192.168.137.220","EUR","index.html","1","3434","114","77","5","1686484112257"
"192.168.137.201","ASI","APP","0","3335","112","152","3","1686484112264"
"192.168.137.200","ASI","index.html","2","3443","107","64","1","1686484112266"
"192.168.137.196","EUR","index.html","1","3291","114","103","7","1686484112267"
"192.168.137.201","USA","APP","0","3356","113","157","4","1686484112280"
"192.168.137.241","USA","APP","2","3071","110","65","4","1686484112317"
"192.168.137.182","EUR","FILE","0","3550","116","152","4","1686484112322"
"192.168.137.240","USA","APP","2","3198","110","60","3","1686484112322"
"192.168.137.196","ASI","APP","1","3324","115","88","2","1686484112324"
"192.168.137.200","USA","FILE","1","3491","108","83","4","1686484112322"
"192.168.137.182","EUR","FILE","2","3599","117","58","7","1686484112331"
"192.168.137.200","EUR","index.html","1","3511","109","87","4","1686484112331"
"192.168.137.236","EUR","APP","0","3212","108","157","5","1686484112336"
"192.168.137.241","USA","APP","2","3104","111","52","3","1686484112341"
"192.168.137.210","USA","index.html","1","3341","112","80","4","1686484112336"
"192.168.137.201","ASI","index.html","2","3376","114","79","2","1686484112336"
"192.168.137.193","ASI","index.html","1","2828","96","81","1","1686484112341"
"192.168.137.200","ASI","index.html","2","3532","110","71","1","1686484112343"
"192.168.137.236","EUR","FILE","1","3248","109","83","6","1686484112343"
"192.168.137.226","USA","FILE","2","3080","101","67","3","1686484112348"
"192.168.137.220","EUR","index.html","0","3450","115","165","4","1686484112347"
"192.168.137.218","USA","APP","0","3322","112","155","3","1686484112359"
"192.168.137.180","EUR","FILE","0","3006","101","184","5","1686484112359"
"192.168.137.202","ASI","APP","0","3238","110","171","3","1686484112353"
"192.168.137.236","USA","APP","0","3279","110","104","4","1686484112363"
"192.168.137.200","USA","index.html","0","3552","111","105","4","1686484112363"
"192.168.137.226","EUR","FILE","1","3123","102","109","7","1686484112369"
"192.168.137.202","EUR","FILE","0","3276","111","170","6","1686484112375"
"192.168.137.240","EUR","APP","0","3224","111","158","6","1686484112377"
"192.168.137.200","EUR","APP","1","3584","112","115","5","1686484112377"
"192.168.137.210","ASI","FILE","0","3379","113","146","1","1686484112377"
"192.168.137.241","ASI","APP","2","3139","112","44","1","1686484112380"
"192.168.137.201","EUR","index.html","2","3401","115","55","7","1686484112381"
"192.168.137.230","ASI","APP","1","3192","108","82","2","1686484112381"
"192.168.137.200","EUR","index.html","1","3605","113","80","6","1686484112393"
"192.168.137.241","EUR","index.html","2","3162","113","62","7","1686484112395"
"192.168.137.200","ASI","index.html","2","3632","114","46","3","1686484112398"
"192.168.137.230","ASI","APP","0","3219","109","161","2","1686484112495"
"192.168.137.226","EUR","APP","0","3152","103","174","6","1686484112501"
"192.168.137.200","USA","index.html","0","3649","115","142","4","1686484112501"
"192.168.137.193","EUR","APP","1","2859","97","80","7","1686484112496"
"192.168.137.241","ASI","FILE","1","3196","114","118","2","1686484112498"
"192.168.137.190","ASI","APP","0","3911","134","148","2","1686484112500"
"192.168.137.201","ASI","index.html","2","3425","116","59","2","1686484112500"
"192.168.137.236","USA","FILE","0","3312","111","192","4","1686484112501"
"192.168.137.210","EUR","FILE","2","3422","114","47","6","1686484112502"
"192.168.137.202","ASI","FILE","2","3314","112","57","1","1686484112514"
"192.168.137.180","EUR","APP","0","3027","102","177","5","1686484112516"
"192.168.137.218","ASI","APP","0","3345","113","165","2","1686484112518"
"192.168.137.193","USA","index.html","0","2874","98","186","3","1686484112522"
"192.168.137.230","EUR","APP","1","3252","110","83","5","1686484112525"
"192.168.137.236","ASI","index.html","0","3328","112","172","3","1686484112526"
"192.168.137.200","ASI","FILE","2","3703","116","40","2","1686484112526"
"192.168.137.240","USA","APP","2","3259","112","43","4","1686484112517"
"192.168.137.242","ASI","APP","2","2850","94","79","3","1686484112519"
"192.168.137.196","ASI","FILE","2","3368","116","68","2","1686484112519"
"192.168.137.182","ASI","APP","2","3634","118","71","2","1686484112521"
"192.168.137.220","ASI","APP","0","3479","116","160","3","1686484112518"
"192.168.137.210","EUR","APP","2","3453","115","57","6","1686484112526"
"192.168.137.190","EUR","FILE","0","3956","135","103","6","1686484112523"
"192.168.137.180","ASI","FILE","0","3068","103","186","2","1686484112531"
"192.168.137.201","EUR","FILE","1","3473","117","103","4","1686484112535"
"192.168.137.182","EUR","index.html","0","3649","119","187","4","1686484112547"
"192.168.137.193","USA","index.html","2","2898","99","56","4","1686484112545"
"192.168.137.196","ASI","APP","2","3403","117","56","2","1686484112546"
"192.168.137.201","USA","APP","0","3505","118","126","3","1686484112553"
"192.168.137.182","USA","FILE","2","3690","120","56","4","1686484112554"
"192.168.137.196","USA","APP","1","3433","118","85","3","1686484112560"
"192.168.137.182","USA","APP","2","3723","121","68","4","1686484112565"
"192.168.137.220","EUR","index.html","0","3494","117","192","7","1686484112595"
"192.168.137.218","EUR","APP","2","3380","114","74","4","1686484112601"
"192.168.137.220","ASI","index.html","2","3515","118","74","2","1686484112607"
"192.168.137.210","ASI","FILE","1","3485","116","96","1","1686484112609"
"192.168.137.226","EUR","index.html","0","3168","104","163","7","1686484112605"
"192.168.137.236","EUR","index.html","2","3349","113","73","4","1686484112612"
"192.168.137.196","USA","FILE","2","3480","119","47","3","1686484112615"
"192.168.137.202","ASI","APP","1","3346","113","88","2","1686484112616"
"192.168.137.210","USA","APP","2","3522","117","63","4","1686484112625"
"192.168.137.182","ASI","index.html","1","3743","122","94","2","1686484112626"
"192.168.137.220","EUR","FILE","1","3545","119","100","4","1686484112624"
"192.168.137.236","EUR","APP","0","3374","114","156","5","1686484112631"
"192.168.137.226","ASI","APP","0","3189","105","194","3","1686484112638"
"192.168.137.226","USA","FILE","1","3231","106","86","3","1686484112643"
"192.168.137.242","USA","FILE","1","2882","95","80","3","1686484112645"
"192.168.137.240","USA","index.html","0","3279","113","105","3","1686484112646"
"192.168.137.241","USA","APP","2","3233","115","40","3","1686484112646"
"192.168.137.180","EUR","index.html","2","3092","104","58","5","1686484112647"
"192.168.137.200","ASI","APP","1","3735","117","103","3","1686484112647"
"192.168.137.202","ASI","FILE","2","3399","114","43","2","1686484112649"
"192.168.137.190","USA","FILE","2","3996","136","77","3","1686484112662"
"192.168.137.226","EUR","FILE","0","3275","107","119","5","1686484112662"
"192.168.137.230","ASI","index.html","1","3271","111","102","3","1686484112663"
"192.168.137.220","ASI","APP","1","3572","120","107","3","1686484112660"
"192.168.137.201","ASI","index.html","2","3527","119","66","2","1686484112661"
"192.168.137.240","ASI","FILE","1","3318","114","116","2","1686484112664"
"192.168.137.202","EUR","APP","0","3427","115","177","4","1686484112664"
"192.168.137.226","ASI","APP","2","3310","108","65","2","1686484112669"
"192.168.137.180","EUR","FILE","0","3138","105","117","4","1686484112674"
"192.168.137.202","USA","index.html","1","3447","116","91","4","1686484112675"
"192.168.137.220","USA","APP","2","3608","121","44","4","1686484112676"
"192.168.137.201","USA","APP","0","3557","120","145","4","1686484112677"
"192.168.137.193","USA","FILE","2","2933","100","73","4","1686484112742"
"192.168.137.218","ASI","APP","0","3408","115","113","2","1686484112743"
"192.168.137.230","USA","FILE","1","3302","112","119","3","1686484112751"
"192.168.137.218","ASI","FILE","1","3450","116","98","2","1686484112751"
"192.168.137.240","USA","index.html","2","3341","115","60","4","1686484112752"
"192.168.137.241","ASI","APP","1","3265","116","90","3","1686484112752"
"192.168.137.220","ASI","index.html","2","3628","122","78","1","1686484112761"
"192.168.137.182","ASI","APP","0","3765","123","142","3","1686484112757"
"192.168.137.200","EUR","APP","1","3768","118","100","6","1686484112761"
"192.168.137.218","USA","FILE","1","3485","117","78","4","1686484112770"
"192.168.137.190","EUR","APP","1","4020","137","115","6","1686484112770"
"192.168.137.226","USA","FILE","2","3345","109","70","4","1686484112772"
"192.168.137.230","ASI","index.html","1","3324","113","76","2","1686484112763"
"192.168.137.210","USA","index.html","1","3542","118","88","3","1686484112772"
"192.168.137.242","ASI","APP","0","2910","96","103","1","1686484112765"
"192.168.137.193","USA","FILE","0","2978","101","130","4","1686484112773"
"192.168.137.236","USA","index.html","1","3392","115","110","3","1686484112774"
"192.168.137.220","ASI","index.html","1","3648","123","89","3","1686484112775"
"192.168.137.218","EUR","FILE","2","3529","118","59","4","1686484112778"
"192.168.137.241","ASI","index.html","2","3287","117","65","3","1686484112774"
"192.168.137.196","ASI","FILE","1","3513","120","84","2","1686484112774"
"192.168.137.226","ASI","FILE","1","3380","110","89","2","1686484112778"
"192.168.137.190","ASI","APP","2","4049","138","69","2","1686484112779"
"192.168.137.230","USA","APP","2","3363","114","54","3","1686484112779"
"192.168.137.200","USA","APP","0","3798","119","143","4","1686484112784"
"192.168.137.193","EUR","index.html","1","2997","102","99","4","1686484112782"
"192.168.137.218","EUR","index.html","2","3555","119","49","5","1686484112786"
"192.168.137.241","ASI","APP","2","3324","118","62","1","1686484112790"
"192.168.137.226","EUR","index.html","0","3396","111","168","6","1686484112791"
"192.168.137.230","EUR","APP","2","3388","115","77","6","1686484112794"
"192.168.137.193","ASI","APP","2","3033","103","63","2","1686484112794"
"192.168.137.200","ASI","index.html","0","3817","120","106","2","1686484112796"
"192.168.137.180","ASI","FILE","0","3165","106","140","3","1686484112826"
"192.168.137.193","USA","FILE","1","3069","104","111","3","1686484112827"
"192.168.137.241","EUR","index.html","0","3339","119","185","5","1686484112828"
"192.168.137.196","EUR","index.html","1","3531","121","117","5","1686484112829"
"192.168.137.180","ASI","FILE","2","3202","107","74","1","1686484112835"
"192.168.137.180","USA","index.html","1","3221","108","105","4","1686484112841"
"192.168.137.190","EUR","APP","1","4080","139","118","5","1686484112846"
"192.168.137.193","ASI","FILE","1","3107","105","118","2","1686484112846"
"192.168.137.200","EUR","index.html","2","3840","121","62","4","1686484112846"
"192.168.137.241","USA","index.html","2","3360","120","76","4","1686484112848"
"192.168.137.190","ASI","APP","2","4113","140","60","3","1686484112856"
"192.168.137.210","ASI","index.html","2","3570","119","45","1","1686484112855"
"192.168.137.196","EUR","FILE","1","3568","122","93","5","1686484112853"
"192.168.137.202","USA","FILE","1","3490","117","115","4","1686484112856"
"192.168.137.241","ASI","FILE","0","3387","121","197","2","1686484112858"
"192.168.137.218","EUR","FILE","0","3588","120","143","7","1686484112869"
"192.168.137.242","EUR","index.html","2","2935","97","53","6","1686484112869"
"192.168.137.201","ASI","APP","0","3577","121","196","3","1686484112876"
"192.168.137.200","ASI","APP","2","3880","122","50","1","1686484112876"
"192.168.137.226","USA","FILE","2","3438","112","65","4","1686484112876"
"192.168.137.241","EUR","APP","1","3417","122","84","7","1686484112876"
"192.168.137.220","USA","APP","2","3677","124","71","4","1686484112869"
"192.168.137.190","ASI","FILE","1","4156","141","119","3","1686484112874"
"192.168.137.230","USA","index.html","1","3408","116","88","4","1686484112877"
"192.168.137.196","ASI","FILE","0","3610","123","101","1","1686484112887"
"192.168.137.242","USA","FILE","2","2973","98","67","3","1686484112882"
"192.168.137.201","USA","index.html","2","3600","122","64","4","1686484112883"
"192.168.137.220","EUR","index.html","0","3694","125","138","4","1686484112882"
"192.168.137.190","USA","APP","2","4186","142","69","4","1686484112888"
"192.168.137.242","USA","FILE","0","3018","99","151","4","1686484112892"
"192.168.137.242","EUR","index.html","1","3038","100","93","7","1686484112900"
